TransactionID,OrderDate,DeliveryDate,Manufacturer,ManufacturerRegion,TherapeuticCategory,ProductDescription,Quantity,UnitPrice,TotalCost,ComplianceStandards,RiskFactors,ShortageRisk,ColdChainRequired,LeadTimeDays,OnTimeDelivery,SavingsIdentified,SavingsRealized,PaymentTermsDays,ContractNumber
PHRX01822,2023-07-13,2023-08-21,Beijing Pharmaceutical Group,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,9827,825.82,8115333.14,"EMA Certified, ISO 13485 Certified, FDA Approved, WHO Prequalified",Raw Material Shortage,Medium,False,39,False,0.0,0.0,30,
PHRX01823,2023-07-16,2023-09-10,Galway MedTech Solutions,Ireland,Pain Management - Injectable,Pain Management Pharmaceutical Product,7492,2846.16,21323430.72,"FDA Approved, ISO 13485 Certified, GDP Compliant",Manufacturing Capacity Constraints,Medium,False,56,False,0.0,0.0,30,
PHRX01824,2023-07-29,2023-08-28,Boston Scientific Supply Inc,USA,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,937,1407.11,1318462.07,"EMA Certified, FDA Approved",None,Low,True,30,True,0.0,0.0,90,PHR-CON-2222
PHRX01825,2023-03-03,2023-03-25,Italian Drug Manufacturing,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,5173,4440.92,22972879.16,"GDP Compliant, FDA Approved, EMA Certified, WHO Prequalified",Regulatory Approval Delays,Medium,False,22,True,0.0,0.0,30,PHR-CON-9551
PHRX01826,2024-04-12,2024-05-30,Galway MedTech Solutions,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3470,3042.71,10558203.7,"ISO 13485 Certified, WHO Prequalified, GDP Compliant",None,Low,False,48,False,2029251.65,1162959.71,90,
PHRX01827,2024-07-13,2024-08-21,Cork Pharmaceutical Manufacturing Ltd,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,9102,4448.9,40493887.8,"EMA Certified, ISO 13485 Certified, WHO Prequalified, FDA Approved",None,Low,False,39,False,0.0,0.0,30,PHR-CON-5621
PHRX01828,2025-11-06,2025-11-30,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2716,2750.19,7469516.04,"FDA Approved, WHO Prequalified",None,Low,False,24,True,0.0,0.0,30,PHR-CON-4833
PHRX01829,2023-08-16,2023-09-03,Dublin BioPharmaceuticals,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,6436,4413.35,28404320.6,"FDA Approved, ISO 13485 Certified, EMA Certified, GMP Certified","Geopolitical Risk, Manufacturing Capacity Constraints",High,False,18,True,0.0,0.0,30,PHR-CON-6386
PHRX01830,2023-12-28,2024-02-14,Beijing Pharmaceutical Group,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7732,3021.15,23359531.8,"GMP Certified, WHO Prequalified, GDP Compliant, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,48,False,1367662.02,925625.58,90,PHR-CON-4734
PHRX01831,2025-04-06,2025-05-28,Cork Pharmaceutical Manufacturing Ltd,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,7583,4570.96,34661589.68,"ISO 13485 Certified, EMA Certified",None,Low,True,52,False,0.0,0.0,90,
PHRX01832,2024-06-14,2024-08-02,French Biologics SA,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7616,942.5,7178080.0,"GMP Certified, GDP Compliant",None,Low,False,49,False,1480235.97,1297778.28,90,PHR-CON-9789
PHRX01833,2024-08-27,2024-09-22,Hyderabad Drug Manufacturing,India,Respiratory - Inhaled,Respiratory Pharmaceutical Product,7843,2130.56,16709982.08,"GMP Certified, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,26,True,0.0,0.0,60,PHR-CON-8494
PHRX01834,2023-07-25,2023-08-28,Shanghai Medical Supply Co,China,Oncology - Injectable,Oncology Pharmaceutical Product,2005,2223.99,4459099.95,"WHO Prequalified, GMP Certified, ISO 13485 Certified, FDA Approved","Geopolitical Risk, Manufacturing Capacity Constraints",High,True,34,False,0.0,0.0,90,PHR-CON-2155
PHRX01835,2023-04-25,2023-05-27,Guangzhou Biotech Ltd,China,Oncology - Injectable,Oncology Pharmaceutical Product,6199,4702.78,29152533.22,"ISO 13485 Certified, EMA Certified, WHO Prequalified",None,Low,True,32,False,0.0,0.0,60,
PHRX01836,2024-06-07,2024-07-31,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,3662,3660.72,13405556.64,"WHO Prequalified, GDP Compliant, ISO 13485 Certified, FDA Approved",Transportation Delays,Medium,False,54,False,0.0,0.0,60,PHR-CON-1733
PHRX01837,2023-12-20,2024-01-23,California Biologics Corporation,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1909,1519.44,2900610.96,"ISO 13485 Certified, WHO Prequalified","Raw Material Shortage, Quality Audit Issues",High,False,34,False,534259.08,367194.47,30,PHR-CON-1503
PHRX01838,2024-08-09,2024-08-23,Italian Drug Manufacturing,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6910,1075.68,7432948.8,"ISO 13485 Certified, FDA Approved, GDP Compliant",Regulatory Approval Delays,Medium,False,14,True,0.0,0.0,90,PHR-CON-5253
PHRX01839,2025-11-18,2025-12-27,Shanghai Medical Supply Co,China,Oncology - Injectable,Oncology Pharmaceutical Product,9254,1918.15,17750560.1,"FDA Approved, WHO Prequalified",None,Low,True,39,False,3311940.03,3180346.91,90,PHR-CON-1613
PHRX01840,2023-07-15,2023-08-05,Galway MedTech Solutions,Ireland,Pain Management - Injectable,Pain Management Pharmaceutical Product,2475,3746.76,9273231.0,"GMP Certified, FDA Approved, EMA Certified, ISO 13485 Certified","Regulatory Approval Delays, Quality Audit Issues, Manufacturing Capacity Constraints",High,False,21,True,583126.6,556256.95,90,PHR-CON-1813
PHRX01841,2025-09-10,2025-10-30,Boston Scientific Supply Inc,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2890,2738.92,7915478.8,"GMP Certified, EMA Certified",None,Low,False,50,False,700645.8,380977.95,90,PHR-CON-1816
PHRX01842,2023-12-02,2024-01-15,Shanghai Medical Supply Co,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,7443,1706.6,12702223.8,"GMP Certified, WHO Prequalified, GDP Compliant, ISO 13485 Certified",Quality Audit Issues,Medium,True,44,False,0.0,0.0,90,PHR-CON-9596
PHRX01843,2024-02-17,2024-02-27,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,2135,576.96,1231809.6,"GDP Compliant, GMP Certified","Transportation Delays, Quality Audit Issues",High,False,10,True,0.0,0.0,90,PHR-CON-7059
PHRX01844,2024-01-01,2024-01-14,German Pharma AG,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,8169,2191.71,17904078.99,"WHO Prequalified, GDP Compliant",Geopolitical Risk,Medium,False,13,True,2355942.72,2154616.25,60,PHR-CON-8895
PHRX01845,2026-01-24,2026-02-23,Delhi Biotech Solutions,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,6889,3736.99,25744124.11,"ISO 13485 Certified, GMP Certified",Regulatory Approval Delays,Medium,False,30,True,5992490.41,4515690.8,30,PHR-CON-6549
PHRX01846,2025-07-24,2025-09-02,German Pharma AG,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,2831,2675.49,7574312.19,"FDA Approved, WHO Prequalified, EMA Certified, GDP Compliant","Regulatory Approval Delays, Single Source Supplier",High,False,40,False,0.0,0.0,30,PHR-CON-2825
PHRX01847,2024-02-09,2024-04-06,Boston Scientific Supply Inc,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3286,1147.93,3772097.98,"FDA Approved, EMA Certified, WHO Prequalified",Transportation Delays,Medium,False,57,False,0.0,0.0,30,PHR-CON-1234
PHRX01848,2025-02-27,2025-04-23,Galway MedTech Solutions,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,2776,1251.23,3473414.48,"GDP Compliant, WHO Prequalified, GMP Certified, ISO 13485 Certified","Manufacturing Capacity Constraints, Geopolitical Risk",High,False,55,False,466200.28,458667.86,90,
PHRX01849,2025-02-02,2025-03-19,German Pharma AG,EU,Pain Management - Injectable,Pain Management Pharmaceutical Product,4662,2435.05,11352203.1,"EMA Certified, GMP Certified, WHO Prequalified, FDA Approved","Transportation Delays, Quality Audit Issues, Single Source Supplier",High,False,45,False,0.0,0.0,90,PHR-CON-1797
PHRX01850,2023-03-26,2023-05-16,Texas Pharma Manufacturing,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,4262,3165.28,13490423.36,"ISO 13485 Certified, EMA Certified, FDA Approved","Geopolitical Risk, Raw Material Shortage",High,False,51,False,2862932.5,1605409.85,30,PHR-CON-2427
PHRX01851,2024-04-08,2024-05-21,French Biologics SA,EU,Respiratory - Inhaled,Respiratory Pharmaceutical Product,3506,1328.13,4656423.78,"GMP Certified, GDP Compliant, WHO Prequalified, FDA Approved",None,Low,False,43,False,0.0,0.0,90,
PHRX01852,2025-01-17,2025-02-08,Limerick Drug Manufacturing Co,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5632,2630.52,14815088.64,"FDA Approved, GMP Certified, ISO 13485 Certified, GDP Compliant",Quality Audit Issues,Medium,False,22,True,0.0,0.0,60,PHR-CON-7138
PHRX01853,2025-08-12,2025-08-27,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,7651,3527.96,26992421.96,"WHO Prequalified, EMA Certified, GDP Compliant",Transportation Delays,Medium,False,15,True,0.0,0.0,90,PHR-CON-5084
PHRX01854,2024-08-29,2024-09-09,Dublin BioPharmaceuticals,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,7808,4816.81,37609652.48,"ISO 13485 Certified, WHO Prequalified",None,Low,True,11,True,0.0,0.0,90,PHR-CON-3231
PHRX01855,2024-05-20,2024-06-10,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,2912,1562.87,4551077.44,"EMA Certified, GDP Compliant, FDA Approved, GMP Certified",Transportation Delays,Medium,False,21,True,0.0,0.0,30,PHR-CON-3576
PHRX01856,2024-10-04,2024-11-06,California Biologics Corporation,USA,Oncology - Injectable,Oncology Pharmaceutical Product,5155,2197.7,11329143.5,"FDA Approved, GMP Certified",None,Low,True,33,False,0.0,0.0,30,PHR-CON-1166
PHRX01857,2023-05-20,2023-06-14,French Biologics SA,EU,Pain Management - Injectable,Pain Management Pharmaceutical Product,604,3363.54,2031578.16,"WHO Prequalified, GDP Compliant",None,Low,False,25,True,0.0,0.0,90,PHR-CON-6631
PHRX01858,2024-12-25,2025-02-08,Delhi Biotech Solutions,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1588,1787.63,2838756.44,"WHO Prequalified, GMP Certified",Single Source Supplier,Medium,False,45,False,0.0,0.0,60,PHR-CON-4093
PHRX01859,2024-07-09,2024-07-16,French Biologics SA,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5859,1579.2,9252532.8,"GMP Certified, WHO Prequalified",Single Source Supplier,Medium,False,7,True,0.0,0.0,60,PHR-CON-1089
PHRX01860,2025-07-24,2025-08-19,Texas Pharma Manufacturing,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1014,4951.09,5020405.26,"EMA Certified, ISO 13485 Certified, FDA Approved, GDP Compliant","Transportation Delays, Single Source Supplier, Raw Material Shortage",High,False,26,True,0.0,0.0,60,PHR-CON-3835
PHRX01861,2026-02-02,2026-03-20,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,2959,224.4,663999.6,"ISO 13485 Certified, WHO Prequalified","Regulatory Approval Delays, Manufacturing Capacity Constraints",High,False,46,False,0.0,0.0,90,
PHRX01862,2025-04-06,2025-04-24,Texas Pharma Manufacturing,USA,Oncology - Injectable,Oncology Pharmaceutical Product,6386,1196.98,7643914.28,"GMP Certified, GDP Compliant",None,Low,True,18,True,1639956.15,1461558.07,90,PHR-CON-8484
PHRX01863,2023-08-27,2023-09-04,Swiss MedSupply GmbH,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,2537,677.74,1719426.38,"FDA Approved, ISO 13485 Certified, GMP Certified",Manufacturing Capacity Constraints,Medium,True,8,True,0.0,0.0,30,PHR-CON-3760
PHRX01864,2024-09-21,2024-10-10,Bangalore Pharmaceutical Co,India,Oncology - Injectable,Oncology Pharmaceutical Product,7843,1323.9,10383347.7,"FDA Approved, GMP Certified, ISO 13485 Certified",Manufacturing Capacity Constraints,Medium,True,19,True,596590.8,427951.81,60,
PHRX01865,2023-08-26,2023-09-13,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,2288,1949.41,4460250.08,"GDP Compliant, WHO Prequalified, FDA Approved, EMA Certified",None,Low,False,18,True,965968.71,761964.68,90,PHR-CON-5357
PHRX01866,2024-02-16,2024-04-03,French Biologics SA,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,7957,4401.73,35024565.61,"FDA Approved, EMA Certified, ISO 13485 Certified, GDP Compliant","Regulatory Approval Delays, Quality Audit Issues",High,True,47,False,4011825.37,2198733.31,60,
PHRX01867,2025-03-15,2025-04-12,Galway MedTech Solutions,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,9102,666.77,6068940.54,"EMA Certified, FDA Approved, GMP Certified, GDP Compliant","Quality Audit Issues, Transportation Delays",High,True,28,True,920850.96,670070.68,60,
PHRX01868,2024-05-21,2024-07-14,Italian Drug Manufacturing,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7204,2605.91,18772975.64,"ISO 13485 Certified, GMP Certified, GDP Compliant",Regulatory Approval Delays,Medium,False,54,False,0.0,0.0,90,PHR-CON-6028
PHRX01869,2023-04-11,2023-04-19,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7314,4239.08,31004631.12,"FDA Approved, WHO Prequalified","Geopolitical Risk, Manufacturing Capacity Constraints, Quality Audit Issues",High,False,8,True,0.0,0.0,60,
PHRX01870,2024-09-10,2024-09-23,Delhi Biotech Solutions,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,6962,4154.88,28926274.56,"WHO Prequalified, GDP Compliant, FDA Approved",Single Source Supplier,Medium,True,13,True,0.0,0.0,30,PHR-CON-3464
PHRX01871,2025-04-26,2025-06-15,Limerick Drug Manufacturing Co,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,4372,3327.82,14549229.04,"WHO Prequalified, EMA Certified, GMP Certified, ISO 13485 Certified",Quality Audit Issues,Medium,True,50,False,0.0,0.0,60,PHR-CON-7705
PHRX01872,2024-06-10,2024-07-23,French Biologics SA,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,4658,4420.57,20591015.06,"FDA Approved, GDP Compliant, ISO 13485 Certified",Raw Material Shortage,Medium,False,43,False,0.0,0.0,60,
PHRX01873,2024-08-07,2024-09-04,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,4430,4132.88,18308658.4,"GMP Certified, ISO 13485 Certified",None,Low,False,28,True,0.0,0.0,30,PHR-CON-6762
PHRX01874,2025-09-20,2025-10-18,Shanghai Medical Supply Co,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,2230,4796.88,10697042.4,"FDA Approved, EMA Certified, GDP Compliant","Regulatory Approval Delays, Transportation Delays",High,True,28,True,0.0,0.0,60,
PHRX01875,2025-12-07,2026-01-15,Limerick Drug Manufacturing Co,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,4810,2610.64,12557178.4,"EMA Certified, ISO 13485 Certified, FDA Approved, GDP Compliant",Quality Audit Issues,Medium,True,39,False,0.0,0.0,90,PHR-CON-9258
PHRX01876,2023-08-23,2023-10-22,Cork Pharmaceutical Manufacturing Ltd,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2415,4258.26,10283697.9,"GMP Certified, WHO Prequalified, ISO 13485 Certified",Single Source Supplier,Medium,False,60,False,0.0,0.0,30,PHR-CON-1411
PHRX01877,2023-08-09,2023-08-16,Hyderabad Drug Manufacturing,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,8123,4537.43,36857543.89,"GDP Compliant, GMP Certified, ISO 13485 Certified","Single Source Supplier, Geopolitical Risk",High,False,7,True,0.0,0.0,30,PHR-CON-6338
PHRX01878,2024-04-23,2024-05-12,Beijing Pharmaceutical Group,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,4708,1555.02,7321034.16,"WHO Prequalified, GMP Certified",None,Low,True,19,True,0.0,0.0,90,PHR-CON-9387
PHRX01879,2025-10-25,2025-12-18,California Biologics Corporation,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2566,2709.22,6951858.52,"EMA Certified, GDP Compliant",Regulatory Approval Delays,Medium,False,54,False,1340407.89,1168021.12,30,PHR-CON-6688
PHRX01880,2024-02-27,2024-04-27,Limerick Drug Manufacturing Co,Ireland,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5954,1435.71,8548217.34,"ISO 13485 Certified, WHO Prequalified, EMA Certified",Geopolitical Risk,Medium,True,60,False,0.0,0.0,60,
PHRX01881,2025-11-15,2025-12-26,Mumbai Generics Ltd,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,4441,4077.9,18109953.9,"GDP Compliant, GMP Certified, WHO Prequalified",Raw Material Shortage,Medium,True,41,False,1938705.78,1456390.1,90,PHR-CON-8923
PHRX01882,2024-03-24,2024-04-22,New Jersey Drug Co,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,550,3946.7,2170685.0,"ISO 13485 Certified, WHO Prequalified",Manufacturing Capacity Constraints,Medium,True,29,True,0.0,0.0,30,PHR-CON-6103
PHRX01883,2025-04-23,2025-05-01,Guangzhou Biotech Ltd,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,5148,1805.72,9295846.56,"ISO 13485 Certified, GDP Compliant, EMA Certified, WHO Prequalified",None,Low,True,8,True,1340804.18,809642.69,30,
PHRX01884,2024-01-22,2024-03-08,German Pharma AG,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,862,3234.58,2788207.96,"GDP Compliant, FDA Approved, ISO 13485 Certified, EMA Certified",Raw Material Shortage,Medium,False,46,False,0.0,0.0,60,PHR-CON-1850
PHRX01885,2023-12-21,2024-02-12,Hyderabad Drug Manufacturing,India,Oncology - Injectable,Oncology Pharmaceutical Product,5564,2650.4,14746825.6,"WHO Prequalified, ISO 13485 Certified, GDP Compliant, FDA Approved",Geopolitical Risk,Medium,True,53,False,0.0,0.0,30,
PHRX01886,2023-06-28,2023-07-31,Shanghai Medical Supply Co,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,703,4315.42,3033740.26,"ISO 13485 Certified, FDA Approved, GMP Certified",None,Low,False,33,False,0.0,0.0,90,
PHRX01887,2025-09-06,2025-10-31,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,9895,439.39,4347764.05,"GMP Certified, WHO Prequalified, ISO 13485 Certified, EMA Certified","Single Source Supplier, Manufacturing Capacity Constraints, Transportation Delays",High,False,55,False,0.0,0.0,30,PHR-CON-4519
PHRX01888,2024-08-27,2024-10-20,Shenzhen Drug Manufacturing,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5211,2160.61,11258938.71,"GDP Compliant, ISO 13485 Certified, GMP Certified, EMA Certified","Manufacturing Capacity Constraints, Raw Material Shortage, Regulatory Approval Delays",High,False,54,False,0.0,0.0,60,PHR-CON-2917
PHRX01889,2023-11-13,2024-01-05,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6381,3372.51,21519986.31,"EMA Certified, GMP Certified, FDA Approved, GDP Compliant",Geopolitical Risk,Medium,False,53,False,0.0,0.0,90,PHR-CON-3322
PHRX01890,2024-05-05,2024-06-18,Mumbai Generics Ltd,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,2788,1417.32,3951488.16,"EMA Certified, WHO Prequalified, FDA Approved, GDP Compliant",None,Low,False,44,False,0.0,0.0,60,PHR-CON-9771
PHRX01891,2024-10-14,2024-10-22,Hyderabad Drug Manufacturing,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,8865,3418.03,30300835.95,"EMA Certified, WHO Prequalified, FDA Approved",None,Low,True,8,True,0.0,0.0,30,PHR-CON-4158
PHRX01892,2024-10-17,2024-11-27,Guangzhou Biotech Ltd,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,5138,1576.22,8098618.36,"EMA Certified, WHO Prequalified, FDA Approved",None,Low,False,41,False,0.0,0.0,30,PHR-CON-8034
PHRX01893,2024-07-08,2024-07-31,Shenzhen Drug Manufacturing,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,143,4146.69,592976.67,"GDP Compliant, GMP Certified",None,Low,True,23,True,139945.23,122193.49,90,PHR-CON-1639
PHRX01894,2025-04-13,2025-05-04,Italian Drug Manufacturing,EU,Oncology - Injectable,Oncology Pharmaceutical Product,1444,4199.6,6064222.4,"WHO Prequalified, ISO 13485 Certified, GMP Certified, EMA Certified","Transportation Delays, Regulatory Approval Delays, Raw Material Shortage",High,True,21,True,550373.03,541945.31,30,
PHRX01895,2025-03-25,2025-05-03,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,6225,1808.94,11260651.5,"GDP Compliant, ISO 13485 Certified","Manufacturing Capacity Constraints, Single Source Supplier",High,False,39,False,2704507.3,2617510.05,60,
PHRX01896,2023-06-05,2023-07-22,Boston Scientific Supply Inc,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,5471,2774.37,15178578.27,"GMP Certified, WHO Prequalified, FDA Approved","Manufacturing Capacity Constraints, Quality Audit Issues",High,True,47,False,0.0,0.0,30,PHR-CON-6513
PHRX01897,2023-06-24,2023-07-11,Italian Drug Manufacturing,EU,Respiratory - Inhaled,Respiratory Pharmaceutical Product,8600,1836.98,15798028.0,"ISO 13485 Certified, WHO Prequalified",Manufacturing Capacity Constraints,Medium,False,17,True,2489885.92,2418256.94,30,PHR-CON-5279
PHRX01898,2023-10-12,2023-11-07,German Pharma AG,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3312,3675.08,12171864.96,"FDA Approved, GDP Compliant, ISO 13485 Certified, WHO Prequalified",None,Low,False,26,True,0.0,0.0,30,
PHRX01899,2024-10-23,2024-11-18,Boston Scientific Supply Inc,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,4067,2892.45,11763594.15,"GMP Certified, FDA Approved",None,Low,False,26,True,0.0,0.0,30,PHR-CON-7057
PHRX01900,2023-10-04,2023-10-29,Cork Pharmaceutical Manufacturing Ltd,Ireland,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,1543,3632.46,5604885.78,"EMA Certified, FDA Approved",Raw Material Shortage,Medium,True,25,True,0.0,0.0,30,PHR-CON-5179
PHRX01901,2023-10-27,2023-11-07,Bangalore Pharmaceutical Co,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,5134,989.56,5080401.04,"FDA Approved, ISO 13485 Certified, GMP Certified",Raw Material Shortage,Medium,False,11,True,0.0,0.0,90,
PHRX01902,2023-11-25,2024-01-18,Shenzhen Drug Manufacturing,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5225,3335.04,17425584.0,"ISO 13485 Certified, WHO Prequalified, GMP Certified",None,Low,True,54,False,0.0,0.0,60,PHR-CON-6782
PHRX01903,2026-01-03,2026-01-17,Swiss MedSupply GmbH,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,9896,749.73,7419328.08,"GDP Compliant, EMA Certified, FDA Approved",Raw Material Shortage,Medium,False,14,True,1288178.83,1116685.24,60,PHR-CON-3969
PHRX01904,2025-09-23,2025-10-06,Guangzhou Biotech Ltd,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8725,135.48,1182063.0,"EMA Certified, WHO Prequalified, GDP Compliant, FDA Approved","Single Source Supplier, Regulatory Approval Delays",High,False,13,True,0.0,0.0,90,PHR-CON-3915
PHRX01905,2023-11-12,2023-11-27,Boston Scientific Supply Inc,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,6688,1811.41,12114710.08,"WHO Prequalified, ISO 13485 Certified","Manufacturing Capacity Constraints, Regulatory Approval Delays",High,True,15,True,0.0,0.0,30,PHR-CON-4955
PHRX01906,2023-08-02,2023-09-18,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,282,3741.49,1055100.18,"GMP Certified, EMA Certified, WHO Prequalified",Raw Material Shortage,Medium,False,47,False,0.0,0.0,90,
PHRX01907,2025-12-31,2026-01-29,Beijing Pharmaceutical Group,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,7568,2778.78,21029807.04,"WHO Prequalified, EMA Certified",None,Low,False,29,True,5089899.32,4227182.17,60,
PHRX01908,2023-09-02,2023-10-14,Delhi Biotech Solutions,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,3235,1307.74,4230538.9,"ISO 13485 Certified, FDA Approved, EMA Certified, GDP Compliant",Quality Audit Issues,Medium,False,42,False,973842.62,882010.26,90,PHR-CON-4064
PHRX01909,2023-03-30,2023-05-27,Dublin BioPharmaceuticals,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6327,128.88,815423.76,"GDP Compliant, GMP Certified",None,Low,False,58,False,0.0,0.0,60,
PHRX01910,2026-02-06,2026-02-13,Shenzhen Drug Manufacturing,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,4417,4437.72,19601409.24,"ISO 13485 Certified, GMP Certified, GDP Compliant",None,Low,True,7,True,0.0,0.0,30,PHR-CON-7584
PHRX01911,2026-01-15,2026-03-03,French Biologics SA,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,4353,1991.11,8667301.83,"FDA Approved, WHO Prequalified","Quality Audit Issues, Raw Material Shortage, Transportation Delays",High,False,47,False,0.0,0.0,90,PHR-CON-1136
PHRX01912,2024-12-13,2025-01-24,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3993,1770.59,7069965.87,"EMA Certified, ISO 13485 Certified",Single Source Supplier,Medium,False,42,False,0.0,0.0,30,PHR-CON-3810
PHRX01913,2023-11-12,2024-01-11,German Pharma AG,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,3270,4961.84,16225216.8,"ISO 13485 Certified, FDA Approved, GDP Compliant, EMA Certified","Quality Audit Issues, Raw Material Shortage",High,False,60,False,0.0,0.0,30,
PHRX01914,2024-10-09,2024-12-03,German Pharma AG,EU,Oncology - Injectable,Oncology Pharmaceutical Product,3496,2569.25,8982098.0,"FDA Approved, GDP Compliant, GMP Certified","Manufacturing Capacity Constraints, Geopolitical Risk",High,True,55,False,0.0,0.0,60,PHR-CON-7050
PHRX01915,2024-03-06,2024-03-17,German Pharma AG,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,9330,2325.03,21692529.9,"FDA Approved, GDP Compliant, EMA Certified, ISO 13485 Certified",Manufacturing Capacity Constraints,Medium,True,11,True,2639577.59,1442497.14,60,PHR-CON-8145
PHRX01916,2025-12-28,2026-01-17,Galway MedTech Solutions,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,6552,674.17,4417161.84,"FDA Approved, GMP Certified, GDP Compliant","Transportation Delays, Manufacturing Capacity Constraints",High,True,20,True,0.0,0.0,90,PHR-CON-4325
